Rating,Market Value %,Portfolio
A,35.54974851715828,EUR Portfolio
AA,28.719036153554995,EUR Portfolio
AAA,7.909279650216959,EUR Portfolio
B,0.5263447432208601,EUR Portfolio
BB,1.1442404210949029,EUR Portfolio
BBB,26.13628866901547,EUR Portfolio
CCC,0.01506184573854304,EUR Portfolio
