Ticker,Market Value %,Portfolio
TNOTE,34.024099210546844,USD Portfolio
UM30,16.2924074714538,USD Portfolio
TBOND,8.590509078954168,USD Portfolio
G230,5.858437773985614,USD Portfolio
UM15,2.1648742491548636,USD Portfolio
UM20,0.7364910386812817,USD Portfolio
BAC,0.6136053514001326,USD Portfolio
JPM,0.5753308664178294,USD Portfolio
MS,0.47984830932426126,USD Portfolio
FG30,0.4360454729447303,USD Portfolio
