Country Name,Market Value %,Portfolio
United States,92.70778854752886,USD Portfolio
Supranational,1.3789778430198731,USD Portfolio
United Kingdom,1.1649166276899148,USD Portfolio
Canada,1.14208780766848,USD Portfolio
Japan,0.6221793713833831,USD Portfolio
Germany,0.42783441275856243,USD Portfolio
Mexico,0.32285333474581057,USD Portfolio
Australia,0.21711997056409316,USD Portfolio
Belgium,0.17438173385231293,USD Portfolio
Spain,0.1580649241077245,USD Portfolio
